,label,review
5373,0,卷饼一直不错，可是那粥实在是太差了。比稀饭还不如，以后还是不要卖粥了吧，拉低了菜品质量。
7702,0,好吃，就是饼太油了
5770,0,送餐员态度恶劣，延迟送饭。导致披萨凉透，而且只提供一套餐具，不核对餐品是否齐全调头就走。
11322,0,很不好吃，不知道为什么
11117,0,送的太慢，10点40下单，12点42送到，今天再试试，看是不是还这么慢
8726,0,煲仔饭量少
9555,0,你家馒头2快钱一个也就算了，可恨的是，一个馒头要一元钱包装费，合着一个馒头三元钱。这也就算了，关键你馒头来的时候就他妈用一次性塑料袋装的。不管多少个馒头，都装一个塑料袋里边，凭什么收包装费，你的包装呢？
11621,0,米线都碎了！一股搜了的味道！！！怎么吃？
7353,0,"都洒了,还超时,不好"
8013,0,米线有点软
10008,0,太一般了，这个价钱不值
7152,0,几个菜基本都不好吃，鱼香肉丝相对稍好。配送员态度很好，按时送到！
9057,0,菠萝包不给黄油是几个意思
11605,0,10:23下的单，提示卖家已经在准备了，11点左右打电话过去问，店家说正在准备打包，11点才送外卖，我说好吧，快点。11:26我取消订单。（我已经等了一个多小时了）11.34接到电话说，餐到了，我说都一个多小时了，我不要了，店家态度非常恶略，说胡说八道，哪有一小时！我说你回去看我的下单时间。对方就直接挂电话了。
9745,0,送餐慢，饭都凉了，胡萝卜丝太多，其他蔬菜几乎没有，不好吃，鸡块真的很玲珑。
11164,0,等了快2小时！饭盒还烂了！送餐服务还差！
7821,0,"订的超大杯,送的大杯grande"
8509,0,答应下午来给我送发票，人呢
7288,0,太差了，全撒了。蛋糕用咖啡杯装
8311,0,送餐的说餐厅不给开发票，要等。无语，他们就和百度这样合作的吗？送餐也超时。
6851,0,送餐比较慢，味道还行
7526,0,咖喱饭特别一般。。。
11899,0,太差劲了！！！
7451,0,"送餐员差评,投诉,超次"
10257,0,少了一个菜
9928,0,非常的不好吃
8000,0,"可以给0分么,送了1个半小时,忽悠人呢,不能定了,时间没准"
11264,0,实惠，但是厨师技术有待提高
4835,0,一般般。。。
6683,0,"猴子面包就给那么点奶油,无语了"
6327,0,没给我果汁!!!!!心塞
8510,0,"送餐快,饭也挺好吃的,就是饭和菜量比较少,能再多点就完美了"
8552,0,我一再声明留言不要肥肉烧肉！！！！第几次了？！差评！！！！
11309,0,一直都很好，这次却太差，蘑菇里全是沙子，明显没洗干净，希望给个解释！
9571,0,没有满减！
4332,0,虽然送晚了，但是商家的太度还是可以的
4291,0,等了2个多小时，打电话取消了两次，后来又送来了，真是无语了！饼是粘的，不好吃
9261,0,订6个面筋你就给我送过来1个，你们咋想的，打电话不接，黑？
6617,0,十分不满意！！送餐员很跩的收了钱连取出快递都懒的做让我自己取！叫了大份沙拉比第一次叫的时候少了很多！！
10141,0,"等了两个小时,没按时送,饭都凉了,人也饿过劲了,菜也凉了,不好吃,以后不会再叫"
9952,0,特别特别慢！！
5085,0,催了三次单也没用，照样不能准时送到。
6635,0,薯泥太湿了，口感很怪，味道不好，提拉米苏少了一角，被惊到了~望以后注意
5058,0,好难吃，什么味都没有，还被店摆了个乌龙。。
4971,0,难吃死了还那么贵
9526,0,"说好的32,货到啦给我要34,把我们消费者当傻子呢"
6363,0,坏了，菜都变味了，酸味
10656,0,第二次吃第一次点外卖的时候还挺好的。这次点送的就比较慢。钟水饺的汤料洒了一袋子，燃面里面还特么有头发！！！这特么的怎么吃？！卧槽
8233,0,承诺60分钟送到，从来没有做到过。汉堡和薯条都凉了，还能有什么味道？
5231,0,不在范围了，烦
6852,0,和前几次味道完全不一样，只有辣味，什么味道都没有，我又让家人回锅加的盐和鸡精，这样才凑活能吃，菜里点的脆皮肠没找到一个整的，其他的菜也是烂乎乎的，正让怀疑是别人吃剩的，以后不会再吃这个了！！
4454,0,订单在十一点就应该到的，现在都12点了还没有送到，我刚还不小心点错了，把订单确认了，还没有催单的电话，请问我的餐到哪了？
10715,0,吃的我晚上呕吐到11点。肯定有问题。
6234,0,没给可乐啊
4331,0,等了近两个小时
9937,0,"很一般,送到家凉了"
6468,0,等待170分钟
11399,0,真的就是两个小时，足足两个小时，催单三次，不过分量太大了，一个人没法吃～
10387,0,"石锅拌饭量太少了,太少"
10082,0,订三份送来两份，有一份还送错了，
11467,0,味道不错，但送餐时间也太长了吧！！等了一个多小时
8686,0,咸菜丝有些糟糕呀，哎。吃饱没问题，吃好有些难度
5990,0,送餐晚了四十分钟，到的都吃完饭了，而且点的可乐也没有给我！什么玩意啊！！！
11833,0,太黑了，涨价了，改地方了
7755,0,味道还可以吧。
10888,0,服务没问题，但是不好吃…
5331,0,比蜗牛还慢，送到的时候粥都撒了
5187,0,两个半小时才送到，而且真的很难吃！特别咸！！这么难吃，居然还上过天天向上……真是坑爹！！！
9811,0,一共吃到一小条牛肉丝儿，吃完胃疼不行
11313,0,萝卜里面竟然有毛发
6242,0,"送餐速度太慢了,用了快2个小时才送到。每次都这样，没法用"
11553,0,咸菜炒肉，很一般
10991,0,油特多，菜都是剩的还有点发酸，节省成本也不能这么省吧。。。以后再也不点了。
7047,0,鲅鱼陷有点臭，送菜速度如蜗牛…
6687,0,"非常差,非常差,咖啡送错了不说，,咖啡全洒了,你送过来让我捧着袋子喝吗？非常差！！！！！"
5706,0,"一个纸盒王老吉定价5块,太黑"
8786,0,总体送餐时间较快，干炸小黄鱼、梧桐花鸡蛋炒韭菜的味道还可以，只是东边大拉皮是辣的（备注信息我说了不吃辣的），味道也很一般。大花卷个头还挺大，味道一般般。外卖袋子里还多了一个类似的肉馅，味道很不好，不是我要的，比较奇怪。
5228,0,出于好奇点了肘子蔬菜卷，但是真心不好吃，味道淡但是肉很腻，倒是鱼香肉丝的还不错呐
6016,0,太难吃了，直接扔掉，全是沙拉酱，甜的抄手
10808,0,送餐师傅很快，但不知道为什么拌菜像水泡的，凉皮没有任何味道！！这是怎么回事？
4689,0,送餐迟到20分钟不说，竟然还少一样菜！太不认真了！差评！
6633,0,少送了薯蓉！
4748,0,"1、土豆肉丝卷饼,就几根肉丝，我特么去饭店点个土豆肉丝也不至于这样啊,2、飘香肘子卷饼也是那艹型，这是坑害消费者是吗,3’第一次非常实惠，这第二次订餐简直是噩梦。我和朋友说这家卷饼非常实惠，直接打脸,4、定了一个盖饭香菇鸡肉，原来是特么圆盒非常有食欲，现在一个普通的垃圾小方盒，饭菜在一起，还不如成都小吃的一盒饭一盒菜,呼吁大家千万不要吃，人家是越做越好，这是越来越差！！！还坑害消费者！"
7313,0,美式洒了好多
11089,0,"真他妈的慢,我等了两个小时,打客服电话也没人接"
6569,0,"送单太慢了~~,食材还可以"
10803,0,本来是常客了，可是在肉夹馍里吃到了一根黑毛貌似是鼻毛，什么都不想吃了，以后还敢定谁家外卖。。
11572,0,可惜不能发照片，不然我一定会让别人看看筷子和纸在菜里的照片
10374,0,一般，量挺足，味道一般
5473,0,稍微有点儿腻，要是再多些菜就好了，不过总体还是很好吃的。
10162,0,备注了要全麦面包，结果还是白面包。百度外卖的送餐员真的很烂，不是第一次无视客户的要求，点餐的时候多说一句话就这么难么
10855,0,"鱼豆腐我要特别赞一下,已经推荐,！其它的嘛,不好说，每人口味不一样，还有,刚刚听说还有不辣系列的鸭翅，但是品种里面没有找到，我的微辣鸭翅说是没有货了,还有,那个所谓的花生没有收到,这个是什么情况,都没个解释么？"
10189,0,餐厅连餐具都不提供
5927,0,这次的鸡柳蔬菜煎饼真心不好吃～我记得第一次吃他家的鸡柳也是别人推荐的～很好吃～这次的鸡柳就等于是面疙瘩～
6664,0,要的大瓶雪碧没有送
10188,0,"我是个女瘦子。觉得菜量少的可怜,粥也不够喝，价格也不便宜。送餐倒是快。"
11625,0,"早送了半个小时，吃的时候都凉了,还少一根烤肠，强烈要求退款"
11884,0,送货员很好，速度快态度好。螺狮粉实在…有股臭臭的味道，吃完胃难受了一晚上，吐出来才好受。
9188,0,一有点慢，吃了下午就拉肚子了
6466,0,给一星都多，等了三个小时没送到。电话取消了订单，下午2点多送到的我直接拒收了。商家居然还说订单已完成！！！真是无耻！！！！
11361,0,红烧牛肉套餐基本上都是土豆，一般，送餐时间那是个超慢啊
11638,0,不能更慢了
6645,0,送的挺快，只不过收钱的时候是62，订单显示是49元，回家后才发现这个问题--
7692,0,三个小时，从11:13到14:12，菜和米饭分批收到，也是醉了，做的啥生意
10010,0,好难吃，比在店里差远了，坨成一团的米饭。。。
8406,0,这次套餐超级难吃，性价比极低
4075,0,"米饭4盒。,为神马变成2盒。,4个人怎么吃。,合到一起也不先问一下"
11293,0,突然想起来，没给我配烤肠！！都过去几天了，评价的时候才想起来，晕
10143,0,天冷送到都凉了，石锅拌饭还是去店里吃吧！
9858,0,等了70多分钟，餐都凉了
8239,0,东西都凉了，而且1个多小时太宽张了吧
7872,0,第二次点，送餐员晚了15分钟，菜量大，味道还好，只是这次青花土豆丝里吃出个钢丝球丝，很郁闷。
10526,0,什么破海鲜炒饭就放了几块鱿鱼绿豆鸡蛋很难吃一点味道都没有还29元
7940,0,给我配错了，中午的饭，等到晚上才给我解决，中间打了4次电话投诉都无效，差
8949,0,口味可以，量不大。鸡块一般
11098,0,永远不看备注
9953,0,可怜的汤盒，真心小的可怜，在都不订了性价比一点不高
10835,0,太难吃了、比预算时间晚了45分钟。看师傅位置在北店家园，打电话居然说刚取餐这就送！！两地离得很远啊。你完全可以说实话！电话联系完了，看地标位置还先送别人。请问是别人比我提前定，还是别人路更顺？
9974,0,吃正一味，如果你没信心等，那就别点了，86分钟，我快出现幻觉了，以为订的下午茶呢，想想这速度，都醉了。。。。。
8926,0,耗时太长！单点的辣酱，原本带的就不送了！
8292,0,一如既往的慢
8323,0,"凉了,口感很差,非常失望"
4639,0,不是很适合个人口味
4688,0,"土豆肉丝,没见肉在哪"
11370,0,饭盒里的汤汁都洒出来了，整个袋子都油的，下次能注意点吗！？
10577,0,面送过来就会坨了软了，口感不好，其他还可以。
7665,0,不是第一次定！正餐时间订都没这么慢过！一个多小时！送来金牌炒饭是给猫吃的呀？饭盒少半盒！佩服！！！
6223,0,味道以及菜品的质量比店内就餐差的太多了
5439,0,肘子卷味道一般，凉的
5204,0,送餐慢，店家电话永远打不通，虽然味道很好，但是以后也不会再来了
5681,0,粥里面有皮蛋的蛋壳，不干净
9828,0,送餐非常慢，一个多小时，距离只是马路对面而已！而且有两分套餐还是冷的！
8588,0,非常差的速度，等了足足2个多小时，还总骗人说快到了，十分钟等等。还不如改定别家。千万别上当了。
6957,0,很少给差评，这次忍不住给差评！菜量小，味道就是酱油味，颜色发黑，关键肉不新鲜，和附近另外一家比差太多
4678,0,根本不是肘子肉，只是些瘦肉加肥肉。
11523,0,差差差，不到十一点定的，十二点半才到，整整脱了一个多小时。打电话说到楼下了，三十分钟也没上来，爬楼梯也十几分钟到了吧，
8891,0,都说了，面和卤分开的！每回都忘！！！！
4412,0,包装不好，导致粥都撒了。因为送餐员放下就走，打开看才知道不能吃了，因为忙也没有让重新送，就这样吧
5549,0,有点淡，实在量太小了
8176,0,千万别点鸡块，鸡翅，鸡肉堡，这家店做的又贵又难吃（）。食物送来的时候都散了，里面也没有餐巾纸。唯一好的就是番茄酱给的挺多。
5154,0,今天实在是太慢了，但是服务还好
11212,0,一个多小时才送到，已经坨成一整块了你让人怎么吃，我就呵呵
7139,0,餐品少给了我一个，我上楼后才发现。电话送餐员，送餐员也没检查就一口咬定是商家少给了。让我自己沟通商家。结果商家确认确实给了。至今还没送还。
6624,0,餐具给的不是很全，最后得用筷子吃焗饭
11686,0,不要了还显示送达？
7301,0,冷热放一个袋子，冰的全化了，热的也变成凉的了！和朋友都没喝好。
5380,0,酱有点多，速度挺快的
4085,0,百度大哥先是找不到地点，找到说多给了几块钱的发票，我一核对，是少给了发票，还好意思跟我要好评，我也是醉了，醉了，醉了
9608,0,"汤没放盐,一点味道没有,面里有头发,没吃,特别不好的一次外卖,除了外卖小哥服务好以外,没有别的地方让人觉得好,堂食的时候挺不错的,不知道怎么外卖就这样了,不会再订了"
4797,0,从没这样的体验，能告诉我辣白菜那股刺鼻的化工原料味道是哪来的？能解释两小时的送餐吗？漏油，弄得办公桌一塌糊涂！
4193,0,配送员态度太差，送得慢，按正常速度下楼取还一直催，呵呵了？
6857,0,太咸了！！！
4918,0,送餐速度过慢，服务人员甚至弄错了位置。
7804,0,三杯咖啡洒了两杯，除了差评还有愤怒。
4032,0,"原味奶茶没加椰果,而且上面的封模破了"
11086,0,小鱼府一贯的伎俩，送太迟了，就说打电话关机，然后用店里的座机打过来解释一通，真心受不了
6306,0,以前很喜欢吃，现在送来的是什么鬼？咖喱鸡肉烩面，为什么没有咖喱？？？
11616,0,实惠、好吃！好慢啊……
4443,0,"肉质不新鲜,已经有味道了，不知是不是外卖才这样"
11566,0,"菜里有花椒,，而且又吃到,塑料线了。。。。。。。。"
9875,0,外卖版的没啥菜，只有一点点豆芽泡菜和西葫芦
9611,0,为什么不给勺子，难道汤都用筷子吗？
10109,0,餐送错了，给别人吃了
5841,0,忘了送可乐，而且凉了
9086,0,能在坑点吗，一份盖饭土豆片就一点点，米饭还是凉的
9630,0,没有蜡烛！没有刀！没有帽子！！差评！
5499,0,牛逼，再晚来一会儿就能当晚饭了。
5812,0,配送时间超长，眼看着送货员在望京转悠了几圈，最后才送来，还没送到地方就把单子结算了，显示配送成功了，豆腐脑全撒了，满袋子都是汤，煎饼已经冰凉了，一口都没吃都扔了。用了这么久百度外卖第一次差评，实在是太不满意了。
7079,0,居然弄错收货人了，送餐态度也不好
11210,0,服务态度太差，客服不接电话竟然转到联通秘书台，搞笑了。把客户当啥了？外卖还经常洒了，送餐时间超长，整个差评！
9725,0,主要是肉只有两三片…
11923,0,就是时间稍微长些
11352,0,"足足完了一个小时,手机一直开机,保持通畅,但回复说因为打不通电话才走的,我已经在网上交过钱了,让我晚了一个小时吃饭,态度还很差,可以放在前台的,为什么要再拿走"
7869,0,头回吃不勾汁的锅肉；红色的京酱丝，把甜面酱换成酱豆腐汤了吗？换大师傅了
6292,0,什么都不想说了，什么玩意儿，再订这一家我宁愿吃翔
9478,0,味道很一般，以后不会再定了
4034,0,"没给吸管,怎么喝奶茶"
4804,0,"11点下单2点才送到,真特么服了,而且,肘子卷里面根本没肘子肉,就是普通猪肉块"
7548,0,菜量太少了，喂猫呢，宫保鸡丁外星人炒的吧，太难吃
4857,0,没有想象中的好吃
5543,0,越来越小了，性价比不高，而且少送饮料，包装也开始糊弄了，不会在吃了
10230,0,点的酸辣粉和麻辣凉面。前者没之前的好吃，凉面过麻，客服打电话询问意见时说“因为是麻辣凉面啊”，也是醉了，显然没搞清楚还有个量的问题。偶尔吃一吃还行
5495,0,两小时没送来，退订电话没人接，最后没拿到饭也没退成钱，就当钱掉河里了吧。
4644,0,"冷了,有点硬"
5613,0,太少了，贵又吃不饱
4548,0,为什么肉皮上的毛毛没有弄掉？是不是只要挣钱管他死活？虽然吃不死人，但是看着很恶心的。
8958,0,灰常一般，快是快，我家本来离餐厅就不远，饭比凉的好一点，就算非用餐高峰期外卖做成这样……拌饭是提前拌好的也不写明，多买了一袋酱←_←
9689,0,米饭少的可怜，汤里没有几根牛肉，还老到嚼不动，剩下的就是豆芽、粉条和蕨菜干，口感可以想到吧，粗纤维绝对够量！太失败了！
9972,0,准时送餐，不要太早，也不要太晚
5762,0,水果有好几样都有点蔫了，看来买水果还是得自己去挑啊！
11657,0,经常吃，味觉无法识别了！
9403,0,少送个可乐
5650,0,鱼香肉丝味道一般，南瓜粥太淡了
4469,0,包装超级好、味道也不错
5509,0,口味一般，送餐慢
4920,0,妈的。饭都没给我送来，就默认交易成功了。什么玩意
7064,0,订餐后经催促一个多小时才送到，菜和饭都是凉的，吃的很不舒服
5614,0,太慢了，气死了
11682,0,为什么没有饮料！！！！打电话说外卖就没有饮料，那你图片是干嘛用的呢。怎么不写里边说没有，这算欺骗吗?
9006,0,奉劝订餐的朋友们，如果肚子饿的话一定要提前订餐，否则你会饿的没劲吃的！真的是等了太长时间才等到，中途还打了好几通电话，好在送餐的姐姐态度很好，一直在赔礼道歉，才勉强给2星！不过感到安慰的是正一味的饭真的是好吃，量也足！希望能够想办法提高送餐速度，不要因为这个影响了订餐人的心情，这样吃下去的饭会很不健康的！
9224,0,"价格贵,东西不好吃,再也不会来了"
10041,0,口味垃圾，4元小菜真是刷新了我的人生观。辣牛肉汤就两块肉。
10479,0,"送错了,打电话要求补送也不送"
6480,0,"跟同事一块订的..她那里！！居然！！！！有钢丝球！我这里居然有黑的糊嘎巴。。。凑合吃了几口那什么银耳梨那汤里也黑了吧唧的不知道怎么回事没喝,送的倒是真快可是,食品卫生质量真的改善改善了,希望得到解决,不过啊"
7800,0,"洒了一半儿了得,袋子都浸透了,问为什么,还特有理说全都洒这么多"
8755,0,"等了2个小时，显示快递员拿到以后又用了一个小时才送到。,菜品本身还不错"
9984,0,慢，太慢！做不了外卖就不要接这个活儿！东西送来都凉了，厚厚一层油挂在边上，什么玩意儿嘛！！味道也一般，不会再买了，太差劲！
6981,0,送的太慢啦
8220,0,汉堡王的东西真的不好吃。。。为送餐大哥点赞
5559,0,味道还不错，但是送餐太慢了，等了整整两个小时！
